event_date,root_zone_name,total_events
2025-11-19,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",52
2025-11-19,"Корпус №22 Ленина 12 (СГИ)",57
2025-11-19,"Корпус №3",952
2025-11-19,"Корпус №4",5829
2025-11-19,"Корпус №5",8120
2025-11-19,"Корпус №6",1336
2025-11-19,"Корпус №7",199
2025-11-19,"Корпус №8",966
2025-11-19,"Общежитие 1",984
2025-11-19,"Общежитие 3",1082
2025-11-19,"Общежитие 4",976
2025-11-19,"Общежитие 5",2591
2025-11-19,"Парковка Перекопская 15",690
2025-11-19,"Парковка Республики 9",122
2025-11-20,"АИ Корпус №1",296
2025-11-20,"АИ Корпус №2",100
2025-11-20,"Ишим Корпус №1",1276
2025-11-20,"Ишим Корпус №5",504
2025-11-20,"Ишим Корпус №6",391
2025-11-20,"Ишим Общежитие",1051
2025-11-20,"Кирова 25 (кадры, док обеспечение)",608
2025-11-20,"Корпус № 4 Приемная комиссия",741
2025-11-20,"Корпус №1",1095
2025-11-20,"Корпус №10",3188
2025-11-20,"Корпус №11",5217
2025-11-20,"Корпус №12",938
2025-11-20,"Корпус №13",617
2025-11-20,"Корпус №14",58
2025-11-20,"Корпус №16",540
2025-11-20,"Корпус №19",1791
2025-11-20,"Корпус №22 Ленина 12 (Кап строй)",38
2025-11-20,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",52
2025-11-20,"Корпус №22 Ленина 12 (СГИ)",66
2025-11-20,"Корпус №3",857
2025-11-20,"Корпус №4",6759
2025-11-20,"Корпус №5",7854
2025-11-20,"Корпус №6",993
2025-11-20,"Корпус №7",185
2025-11-20,"Корпус №8",987
2025-11-20,"Общежитие 1",933
2025-11-20,"Общежитие 3",1055
2025-11-20,"Общежитие 4",916
2025-11-20,"Общежитие 5",2526
2025-11-20,"Парковка Перекопская 15",680
2025-11-20,"Парковка Республики 9",91
2025-11-21,"АИ Корпус №1",265
2025-11-21,"АИ Корпус №2",53
2025-11-21,"Ишим Корпус №1",1314
2025-11-21,"Ишим Корпус №5",443
2025-11-21,"Ишим Корпус №6",90
2025-11-21,"Ишим Общежитие",610
2025-11-21,"Кирова 25 (кадры, док обеспечение)",535
2025-11-21,"Корпус № 4 Приемная комиссия",432
2025-11-21,"Корпус №1",727
2025-11-21,"Корпус №10",3545
2025-11-21,"Корпус №11",5696
2025-11-21,"Корпус №12",873
2025-11-21,"Корпус №13",578
2025-11-21,"Корпус №14",70
2025-11-21,"Корпус №16",526
2025-11-21,"Корпус №19",1854
2025-11-21,"Корпус №22 Ленина 12 (Кап строй)",33
2025-11-21,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",46
2025-11-21,"Корпус №22 Ленина 12 (СГИ)",64
2025-11-21,"Корпус №3",935
2025-11-21,"Корпус №4",7170
2025-11-21,"Корпус №5",7926
2025-11-21,"Корпус №6",1077
2025-11-21,"Корпус №7",157
2025-11-21,"Корпус №8",869
2025-11-21,"Общежитие 1",911
2025-11-21,"Общежитие 3",1081
2025-11-21,"Общежитие 4",902
2025-11-21,"Общежитие 5",2406
2025-11-21,"Парковка Перекопская 15",716
2025-11-21,"Парковка Республики 9",94
2025-11-22,"АИ Корпус №1",23
2025-11-22,"Ишим Корпус №1",472
2025-11-22,"Ишим Корпус №5",168
2025-11-22,"Ишим Общежитие",457
2025-11-22,"Кирова 25 (кадры, док обеспечение)",4
2025-11-22,"Корпус № 4 Приемная комиссия",70
2025-11-22,"Корпус №1",6683
2025-11-22,"Корпус №10",2207
2025-11-22,"Корпус №11",3616
2025-11-22,"Корпус №12",110
2025-11-22,"Корпус №13",52
2025-11-22,"Корпус №14",2
2025-11-22,"Корпус №16",301
2025-11-22,"Корпус №19",808
2025-11-22,"Корпус №3",807
2025-11-22,"Корпус №4",3891
2025-11-22,"Корпус №5",4730
2025-11-22,"Корпус №6",823
2025-11-22,"Корпус №7",133
2025-11-22,"Корпус №8",489
2025-11-22,"Общежитие 1",757
2025-11-22,"Общежитие 3",933
2025-11-22,"Общежитие 4",895
2025-11-22,"Общежитие 5",2217
2025-11-22,"Парковка Перекопская 15",226
2025-11-22,"Парковка Республики 9",69
2025-11-23,"Ишим Общежитие",58
2025-11-23,"Кирова 25 (кадры, док обеспечение)",6
2025-11-23,"Корпус № 4 Приемная комиссия",93
2025-11-23,"Корпус №1",647
2025-11-23,"Корпус №10",4
2025-11-23,"Корпус №11",181
2025-11-23,"Корпус №16",11
2025-11-23,"Корпус №19",157
2025-11-23,"Корпус №3",1
2025-11-23,"Корпус №4",6
2025-11-23,"Корпус №5",482
2025-11-23,"Корпус №6",145
2025-11-23,"Корпус №7",10
2025-11-23,"Корпус №8",251
2025-11-23,"Общежитие 1",695
2025-11-23,"Общежитие 3",802
2025-11-23,"Общежитие 4",659
2025-11-23,"Общежитие 5",1649
2025-11-23,"Парковка Перекопская 15",50
2025-11-23,"Парковка Республики 9",14
2025-11-24,"АИ Корпус №1",211
2025-11-24,"АИ Корпус №2",54
2025-11-24,"Ишим Корпус №1",1175
2025-11-24,"Ишим Корпус №5",451
2025-11-24,"Ишим Корпус №6",252
2025-11-24,"Ишим Общежитие",662
2025-11-24,"Кирова 25 (кадры, док обеспечение)",538
2025-11-24,"Корпус № 4 Приемная комиссия",688
2025-11-24,"Корпус №1",8881
2025-11-24,"Корпус №10",2862
2025-11-24,"Корпус №11",4572
2025-11-24,"Корпус №12",1020
2025-11-24,"Корпус №13",684
2025-11-24,"Корпус №14",36
2025-11-24,"Корпус №16",440
2025-11-24,"Корпус №19",1551
2025-11-24,"Корпус №22 Ленина 12 (Кап строй)",34
2025-11-24,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",62
2025-11-24,"Корпус №22 Ленина 12 (СГИ)",93
2025-11-24,"Корпус №3",859
2025-11-24,"Корпус №4",5988
2025-11-24,"Корпус №5",7184
2025-11-24,"Корпус №6",1211
2025-11-24,"Корпус №7",257
2025-11-24,"Корпус №8",808
2025-11-24,"Общежитие 1",927
2025-11-24,"Общежитие 3",1093
2025-11-24,"Общежитие 4",918
2025-11-24,"Общежитие 5",2418
2025-11-24,"Парковка Перекопская 15",672
2025-11-24,"Парковка Республики 9",112
2025-11-25,"АИ Корпус №1",230
2025-11-25,"АИ Корпус №2",33
2025-11-25,"Ишим Корпус №1",1156
2025-11-25,"Ишим Корпус №5",465
2025-11-25,"Ишим Корпус №6",239
2025-11-25,"Ишим Общежитие",1144
2025-11-25,"Кирова 25 (кадры, док обеспечение)",615
2025-11-25,"Корпус № 4 Приемная комиссия",612
2025-11-25,"Корпус №1",8629
2025-11-25,"Корпус №10",3300
2025-11-25,"Корпус №11",4891
2025-11-25,"Корпус №12",848
2025-11-25,"Корпус №13",488
2025-11-25,"Корпус №14",40
2025-11-25,"Корпус №16",421
2025-11-25,"Корпус №19",1403
2025-11-25,"Корпус №22 Ленина 12 (Кап строй)",35
2025-11-25,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",70
2025-11-25,"Корпус №22 Ленина 12 (СГИ)",94
2025-11-25,"Корпус №3",805
2025-11-25,"Корпус №4",5606
2025-11-25,"Корпус №5",6426
2025-11-25,"Корпус №6",1016
2025-11-25,"Корпус №7",278
2025-11-25,"Корпус №8",935
2025-11-25,"Общежитие 1",916
2025-11-25,"Общежитие 3",986
2025-11-25,"Общежитие 4",847
2025-11-25,"Общежитие 5",2493
2025-11-25,"Парковка Перекопская 15",622
2025-11-25,"Парковка Республики 9",133
2025-11-26,"АИ Корпус №1",182
2025-11-26,"АИ Корпус №2",35
2025-11-26,"Ишим Корпус №1",1204
2025-11-26,"Ишим Корпус №5",405
2025-11-26,"Ишим Корпус №6",197
2025-11-26,"Ишим Общежитие",913
2025-11-26,"Кирова 25 (кадры, док обеспечение)",573
2025-11-26,"Корпус № 4 Приемная комиссия",1057
2025-11-26,"Корпус №1",8521
2025-11-26,"Корпус №10",3481
2025-11-26,"Корпус №11",4666
2025-11-26,"Корпус №12",842
2025-11-26,"Корпус №13",538
2025-11-26,"Корпус №14",56
2025-11-26,"Корпус №16",604
2025-11-26,"Корпус №19",1626
2025-11-26,"Корпус №22 Ленина 12 (Кап строй)",42
2025-11-26,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",66
2025-11-26,"Корпус №22 Ленина 12 (СГИ)",85
2025-11-26,"Корпус №3",900
2025-11-26,"Корпус №4",5511
2025-11-26,"Корпус №5",6338
2025-11-26,"Корпус №6",1241
2025-11-26,"Корпус №7",250
2025-11-26,"Корпус №8",960
2025-11-26,"Общежитие 1",882
2025-11-26,"Общежитие 3",1094
2025-11-26,"Общежитие 4",946
2025-11-26,"Общежитие 5",2599
2025-11-26,"Парковка Перекопская 15",720
2025-11-26,"Парковка Республики 9",119
2025-11-27,"АИ Корпус №1",164
2025-11-27,"АИ Корпус №2",28
2025-11-27,"АИ Корпус №3",85
2025-11-27,"Ишим Корпус №1",1121
2025-11-27,"Ишим Корпус №5",567
2025-11-27,"Ишим Корпус №6",336
2025-11-27,"Ишим Общежитие",874
2025-11-27,"Кирова 25 (кадры, док обеспечение)",577
2025-11-27,"Корпус № 4 Приемная комиссия",727
2025-11-27,"Корпус №1",8715
2025-11-27,"Корпус №10",2537
2025-11-27,"Корпус №11",4794
2025-11-27,"Корпус №12",721
2025-11-27,"Корпус №13",403
2025-11-27,"Корпус №14",68
2025-11-27,"Корпус №16",458
2025-11-27,"Корпус №19",1635
2025-11-27,"Корпус №22 Ленина 12 (Кап строй)",42
2025-11-27,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",82
2025-11-27,"Корпус №22 Ленина 12 (СГИ)",82
2025-11-27,"Корпус №3",989
2025-11-27,"Корпус №4",4307
2025-11-27,"Корпус №5",6522
2025-11-27,"Корпус №6",1048
2025-11-27,"Корпус №7",270
2025-11-27,"Корпус №8",778
2025-11-27,"Общежитие 1",928
2025-11-27,"Общежитие 3",1136
2025-11-27,"Общежитие 4",924
2025-11-27,"Общежитие 5",2456
2025-11-27,"Парковка Перекопская 15",678
2025-11-27,"Парковка Республики 9",129
2025-11-28,"АИ Корпус №1",168
2025-11-28,"АИ Корпус №2",32
2025-11-28,"АИ Корпус №3",240
2025-11-28,"АИ Корпус №4",13
2025-11-28,"Ишим Корпус №1",1015
2025-11-28,"Ишим Корпус №5",258
2025-11-28,"Ишим Корпус №6",69
2025-11-28,"Ишим Общежитие",849
2025-11-28,"Кирова 25 (кадры, док обеспечение)",668
2025-11-28,"Корпус № 4 Приемная комиссия",698
2025-11-28,"Корпус №1",8871
2025-11-28,"Корпус №10",3148
2025-11-28,"Корпус №11",4737
2025-11-28,"Корпус №12",861
2025-11-28,"Корпус №13",332
2025-11-28,"Корпус №14",74
2025-11-28,"Корпус №16",455
2025-11-28,"Корпус №19",1793
2025-11-28,"Корпус №22 Ленина 12 (Кап строй)",22
2025-11-28,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",88
2025-11-28,"Корпус №22 Ленина 12 (СГИ)",89
2025-11-28,"Корпус №3",801
2025-11-28,"Корпус №4",5170
2025-11-28,"Корпус №5",7124
2025-11-28,"Корпус №6",974
2025-11-28,"Корпус №7",254
2025-11-28,"Корпус №8",685
2025-11-28,"Общежитие 1",896
2025-11-28,"Общежитие 3",1097
2025-11-28,"Общежитие 4",958
2025-11-28,"Общежитие 5",2826
2025-11-28,"Парковка Перекопская 15",672
2025-11-28,"Парковка Республики 9",125
2025-11-29,"АИ Корпус №1",14
2025-11-29,"АИ Корпус №2",1
2025-11-29,"АИ Корпус №3",3
2025-11-29,"АИ Корпус №4",8
2025-11-29,"Ишим Корпус №1",164
2025-11-29,"Ишим Корпус №5",128
2025-11-29,"Ишим Корпус №6",67
2025-11-29,"Ишим Общежитие",297
2025-11-29,"Кирова 25 (кадры, док обеспечение)",15
2025-11-29,"Корпус № 4 Приемная комиссия",124
2025-11-29,"Корпус №1",7204
2025-11-29,"Корпус №10",2523
2025-11-29,"Корпус №11",3818
2025-11-29,"Корпус №12",169
2025-11-29,"Корпус №13",95
2025-11-29,"Корпус №14",10
2025-11-29,"Корпус №16",251
2025-11-29,"Корпус №19",1240
2025-11-29,"Корпус №22 Ленина 12 (Кап строй)",2
2025-11-29,"Корпус №3",631
2025-11-29,"Корпус №4",4117
2025-11-29,"Корпус №5",4950
2025-11-29,"Корпус №6",795
2025-11-29,"Корпус №7",218
2025-11-29,"Корпус №8",505
2025-11-29,"Общежитие 1",891
2025-11-29,"Общежитие 3",1070
2025-11-29,"Общежитие 4",842
2025-11-29,"Общежитие 5",1625
2025-11-29,"Парковка Перекопская 15",236
2025-11-29,"Парковка Республики 9",45
2025-11-30,"АИ Корпус №4",5
2025-11-30,"Ишим Корпус №1",4
2025-11-30,"Ишим Корпус №5",5
2025-11-30,"Ишим Общежитие",292
2025-11-30,"Корпус № 4 Приемная комиссия",70
2025-11-30,"Корпус №1",209
2025-11-30,"Корпус №10",66
2025-11-30,"Корпус №11",201
2025-11-30,"Корпус №12",4
2025-11-30,"Корпус №13",4
2025-11-30,"Корпус №14",14
2025-11-30,"Корпус №16",81
2025-11-30,"Корпус №19",245
2025-11-30,"Корпус №4",3
2025-11-30,"Корпус №5",18
2025-11-30,"Корпус №6",37
2025-11-30,"Корпус №7",52
2025-11-30,"Корпус №8",181
2025-11-30,"Общежитие 1",585
2025-11-30,"Общежитие 3",830
2025-11-30,"Общежитие 4",736
2025-11-30,"Общежитие 5",1466
2025-11-30,"Парковка Перекопская 15",54
2025-11-30,"Парковка Республики 9",18
2025-12-01,"АИ Корпус №1",210
2025-12-01,"АИ Корпус №2",18
2025-12-01,"АИ Корпус №3",236
2025-12-01,"АИ Корпус №4",130
2025-12-01,"Ишим Корпус №1",1042
2025-12-01,"Ишим Корпус №5",388
2025-12-01,"Ишим Корпус №6",233
2025-12-01,"Ишим Общежитие",871
2025-12-01,"Кирова 25 (кадры, док обеспечение)",680
2025-12-01,"Корпус № 4 Приемная комиссия",820
2025-12-01,"Корпус №1",8851
2025-12-01,"Корпус №10",3041
2025-12-01,"Корпус №11",4851
2025-12-01,"Корпус №12",1011
2025-12-01,"Корпус №13",385
2025-12-01,"Корпус №14",42
2025-12-01,"Корпус №16",397
2025-12-01,"Корпус №19",1573
2025-12-01,"Корпус №22 Ленина 12 (Кап строй)",31
2025-12-01,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",78
2025-12-01,"Корпус №22 Ленина 12 (СГИ)",73
2025-12-01,"Корпус №3",776
2025-12-01,"Корпус №4",5076
2025-12-01,"Корпус №5",7206
2025-12-01,"Корпус №6",1153
2025-12-01,"Корпус №7",120
2025-12-01,"Корпус №8",755
2025-12-01,"Общежитие 1",872
2025-12-01,"Общежитие 3",1100
2025-12-01,"Общежитие 4",983
2025-12-01,"Общежитие 5",2659
2025-12-01,"Парковка Перекопская 15",614
2025-12-01,"Парковка Республики 9",112
2025-12-02,"АИ Корпус №1",181
2025-12-02,"АИ Корпус №2",24
2025-12-02,"АИ Корпус №3",248
2025-12-02,"АИ Корпус №4",141
2025-12-02,"Ишим Корпус №1",1005
2025-12-02,"Ишим Корпус №5",447
2025-12-02,"Ишим Корпус №6",86
2025-12-02,"Ишим Общежитие",990
2025-12-02,"Кирова 25 (кадры, док обеспечение)",652
2025-12-02,"Корпус № 4 Приемная комиссия",807
2025-12-02,"Корпус №1",8872
2025-12-02,"Корпус №10",2762
2025-12-02,"Корпус №11",4577
2025-12-02,"Корпус №12",939
2025-12-02,"Корпус №13",428
2025-12-02,"Корпус №14",72
2025-12-02,"Корпус №16",413
2025-12-02,"Корпус №19",1659
2025-12-02,"Корпус №2",230
2025-12-02,"Корпус №22 Ленина 12 (Кап строй)",34
2025-12-02,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",74
2025-12-02,"Корпус №22 Ленина 12 (СГИ)",97
2025-12-02,"Корпус №3",718
2025-12-02,"Корпус №4",5004
2025-12-02,"Корпус №5",6902
2025-12-02,"Корпус №6",981
2025-12-02,"Корпус №7",167
2025-12-02,"Корпус №8",758
2025-12-02,"Общежитие 1",916
2025-12-02,"Общежитие 3",1029
2025-12-02,"Общежитие 4",868
2025-12-02,"Общежитие 5",2334
2025-12-02,"Парковка Перекопская 15",706
2025-12-02,"Парковка Республики 9",143
2025-12-03,"АИ Корпус №1",173
2025-12-03,"АИ Корпус №2",16
2025-12-03,"АИ Корпус №3",259
2025-12-03,"АИ Корпус №4",184
2025-12-03,"Ишим Корпус №1",987
2025-12-03,"Ишим Корпус №5",349
2025-12-03,"Ишим Корпус №6",168
2025-12-03,"Ишим Общежитие",653
2025-12-03,"Кирова 25 (кадры, док обеспечение)",657
2025-12-03,"Корпус № 4 Приемная комиссия",557
2025-12-03,"Корпус №1",8731
2025-12-03,"Корпус №10",3025
2025-12-03,"Корпус №11",4318
2025-12-03,"Корпус №12",808
2025-12-03,"Корпус №13",528
2025-12-03,"Корпус №14",40
2025-12-03,"Корпус №16",519
2025-12-03,"Корпус №19",1951
2025-12-03,"Корпус №2",1056
2025-12-03,"Корпус №22 Ленина 12 (Кап строй)",39
2025-12-03,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",86
2025-12-03,"Корпус №22 Ленина 12 (СГИ)",88
2025-12-03,"Корпус №3",753
2025-12-03,"Корпус №4",4631
2025-12-03,"Корпус №5",6072
2025-12-03,"Корпус №6",1162
2025-12-03,"Корпус №7",263
2025-12-03,"Корпус №8",855
2025-12-03,"Общежитие 1",922
2025-12-03,"Общежитие 3",1099
2025-12-03,"Общежитие 4",906
2025-12-03,"Общежитие 5",2226
2025-12-03,"Парковка Перекопская 15",668
2025-12-03,"Парковка Республики 9",167
2025-12-04,"АИ Корпус №1",175
2025-12-04,"АИ Корпус №2",23
2025-12-04,"АИ Корпус №3",250
2025-12-04,"АИ Корпус №4",137
2025-12-04,"АИ Корпус №7",34
2025-12-04,"Ишим Корпус №1",1110
2025-12-04,"Ишим Корпус №5",352
2025-12-04,"Ишим Корпус №6",349
2025-12-04,"Ишим Общежитие",861
2025-12-04,"Кирова 25 (кадры, док обеспечение)",613
2025-12-04,"Корпус № 4 Приемная комиссия",698
2025-12-04,"Корпус №1",8667
2025-12-04,"Корпус №10",2705
2025-12-04,"Корпус №11",4856
2025-12-04,"Корпус №12",972
2025-12-04,"Корпус №13",421
2025-12-04,"Корпус №14",60
2025-12-04,"Корпус №16",385
2025-12-04,"Корпус №19",1613
2025-12-04,"Корпус №2",1070
2025-12-04,"Корпус №22 Ленина 12 (Кап строй)",53
2025-12-04,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",64
2025-12-04,"Корпус №22 Ленина 12 (СГИ)",88
2025-12-04,"Корпус №3",686
2025-12-04,"Корпус №4",4779
2025-12-04,"Корпус №5",6308
2025-12-04,"Корпус №6",760
2025-12-04,"Корпус №7",202
2025-12-04,"Корпус №8",684
2025-12-04,"Общежитие 1",972
2025-12-04,"Общежитие 3",1069
2025-12-04,"Общежитие 4",929
2025-12-04,"Общежитие 5",2258
2025-12-04,"Парковка Перекопская 15",654
2025-12-04,"Парковка Республики 9",134
2025-12-05,"АИ Корпус №1",157
2025-12-05,"АИ Корпус №2",30
2025-12-05,"АИ Корпус №3",263
2025-12-05,"АИ Корпус №4",134
2025-12-05,"АИ Корпус №5",84
2025-12-05,"АИ Корпус №7",195
2025-12-05,"Ишим Корпус №1",880
2025-12-05,"Ишим Корпус №5",320
2025-12-05,"Ишим Корпус №6",88
2025-12-05,"Ишим Общежитие",994
2025-12-05,"Кирова 25 (кадры, док обеспечение)",551
2025-12-05,"Корпус № 4 Приемная комиссия",611
2025-12-05,"Корпус №1",8801
2025-12-05,"Корпус №10",3037
2025-12-05,"Корпус №11",4689
2025-12-05,"Корпус №12",922
2025-12-05,"Корпус №13",497
2025-12-05,"Корпус №14",48
2025-12-05,"Корпус №16",462
2025-12-05,"Корпус №19",1765
2025-12-05,"Корпус №2",1030
2025-12-05,"Корпус №22 Ленина 12 (Кап строй)",38
2025-12-05,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",60
2025-12-05,"Корпус №22 Ленина 12 (СГИ)",67
2025-12-05,"Корпус №3",636
2025-12-05,"Корпус №4",4717
2025-12-05,"Корпус №5",6666
2025-12-05,"Корпус №6",1079
2025-12-05,"Корпус №7",197
2025-12-05,"Корпус №8",785
2025-12-05,"Общежитие 1",853
2025-12-05,"Общежитие 3",1032
2025-12-05,"Общежитие 4",984
2025-12-05,"Общежитие 5",2490
2025-12-05,"Парковка Перекопская 15",756
2025-12-05,"Парковка Республики 9",108
2025-12-06,"АИ Корпус №3",24
2025-12-06,"АИ Корпус №4",10
2025-12-06,"АИ Корпус №5",1
2025-12-06,"АИ Корпус №7",58
2025-12-06,"Ишим Корпус №1",94
2025-12-06,"Ишим Корпус №5",31
2025-12-06,"Ишим Общежитие",209
2025-12-06,"Кирова 25 (кадры, док обеспечение)",6
2025-12-06,"Корпус № 4 Приемная комиссия",120
2025-12-06,"Корпус №1",6556
2025-12-06,"Корпус №10",1858
2025-12-06,"Корпус №11",3439
2025-12-06,"Корпус №12",1128
2025-12-06,"Корпус №13",53
2025-12-06,"Корпус №16",274
2025-12-06,"Корпус №19",856
2025-12-06,"Корпус №2",28
2025-12-06,"Корпус №22 Ленина 12 (Кап строй)",4
2025-12-06,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",2
2025-12-06,"Корпус №3",677
2025-12-06,"Корпус №4",3546
2025-12-06,"Корпус №5",4948
2025-12-06,"Корпус №6",842
2025-12-06,"Корпус №7",100
2025-12-06,"Корпус №8",603
2025-12-06,"Общежитие 1",863
2025-12-06,"Общежитие 3",1001
2025-12-06,"Общежитие 4",912
2025-12-06,"Общежитие 5",2192
2025-12-06,"Парковка Перекопская 15",268
2025-12-06,"Парковка Республики 9",23
2025-12-07,"АИ Корпус №7",2
2025-12-07,"Ишим Общежитие",76
2025-12-07,"Корпус № 4 Приемная комиссия",43
2025-12-07,"Корпус №1",148
2025-12-07,"Корпус №10",2
2025-12-07,"Корпус №11",120
2025-12-07,"Корпус №14",4
2025-12-07,"Корпус №16",6
2025-12-07,"Корпус №19",304
2025-12-07,"Корпус №2",16
2025-12-07,"Корпус №22 Ленина 12 (СГИ)",13
2025-12-07,"Корпус №4",10
2025-12-07,"Корпус №5",62
2025-12-07,"Корпус №6",36
2025-12-07,"Корпус №7",13
2025-12-07,"Корпус №8",136
2025-12-07,"Общежитие 1",650
2025-12-07,"Общежитие 3",754
2025-12-07,"Общежитие 4",659
2025-12-07,"Общежитие 5",1512
2025-12-07,"Парковка Перекопская 15",68
2025-12-07,"Парковка Республики 9",17
2025-12-08,"АИ Корпус №1",200
2025-12-08,"АИ Корпус №2",30
2025-12-08,"АИ Корпус №3",731
2025-12-08,"АИ Корпус №4",546
2025-12-08,"АИ Корпус №5",333
2025-12-08,"АИ Корпус №7",877
2025-12-08,"Ишим Корпус №1",942
2025-12-08,"Ишим Корпус №5",304
2025-12-08,"Ишим Корпус №6",193
2025-12-08,"Ишим Общежитие",878
2025-12-08,"Кирова 25 (кадры, док обеспечение)",504
2025-12-08,"Корпус № 4 Приемная комиссия",627
2025-12-08,"Корпус №1",8490
2025-12-08,"Корпус №10",3022
2025-12-08,"Корпус №11",3661
2025-12-08,"Корпус №12",1101
2025-12-08,"Корпус №13",603
2025-12-08,"Корпус №14",42
2025-12-08,"Корпус №16",345
2025-12-08,"Корпус №19",1707
2025-12-08,"Корпус №2",1070
2025-12-08,"Корпус №22 Ленина 12 (Кап строй)",41
2025-12-08,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",84
2025-12-08,"Корпус №22 Ленина 12 (СГИ)",106
2025-12-08,"Корпус №3",737
2025-12-08,"Корпус №4",4441
2025-12-08,"Корпус №5",6322
2025-12-08,"Корпус №6",1024
2025-12-08,"Корпус №7",121
2025-12-08,"Корпус №8",767
2025-12-08,"Общежитие 1",805
2025-12-08,"Общежитие 3",1014
2025-12-08,"Общежитие 4",901
2025-12-08,"Общежитие 5",2245
2025-12-08,"Парковка Перекопская 15",618
2025-12-08,"Парковка Республики 9",148
2025-12-09,"АИ Корпус №1",195
2025-12-09,"АИ Корпус №2",97
2025-12-09,"АИ Корпус №3",847
2025-12-09,"АИ Корпус №4",492
2025-12-09,"АИ Корпус №5",462
2025-12-09,"АИ Корпус №7",832
2025-12-09,"Ишим Корпус №1",898
2025-12-09,"Ишим Корпус №5",406
2025-12-09,"Ишим Корпус №6",102
2025-12-09,"Ишим Общежитие",541
2025-12-09,"Кирова 25 (кадры, док обеспечение)",497
2025-12-09,"Корпус № 4 Приемная комиссия",685
2025-12-09,"Корпус №1",8148
2025-12-09,"Корпус №10",2600
2025-12-09,"Корпус №11",4250
2025-12-09,"Корпус №12",986
2025-12-09,"Корпус №13",518
2025-12-09,"Корпус №14",22
2025-12-09,"Корпус №16",302
2025-12-09,"Корпус №19",1636
2025-12-09,"Корпус №2",1004
2025-12-09,"Корпус №22 Ленина 12 (Кап строй)",30
2025-12-09,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",64
2025-12-09,"Корпус №22 Ленина 12 (СГИ)",108
2025-12-09,"Корпус №3",598
2025-12-09,"Корпус №4",4514
2025-12-09,"Корпус №5",5996
2025-12-09,"Корпус №6",821
2025-12-09,"Корпус №7",111
2025-12-09,"Корпус №8",948
2025-12-09,"Общежитие 1",811
2025-12-09,"Общежитие 3",1063
2025-12-09,"Общежитие 4",849
2025-12-09,"Общежитие 5",2221
2025-12-09,"Парковка Перекопская 15",602
2025-12-09,"Парковка Республики 9",128
2025-12-10,"АИ Корпус №1",138
2025-12-10,"АИ Корпус №2",53
2025-12-10,"АИ Корпус №3",696
2025-12-10,"АИ Корпус №4",642
2025-12-10,"АИ Корпус №5",502
2025-12-10,"АИ Корпус №7",730
2025-12-10,"Ишим Корпус №1",1167
2025-12-10,"Ишим Корпус №5",210
2025-12-10,"Ишим Корпус №6",111
2025-12-10,"Ишим Общежитие",587
2025-12-10,"Кирова 25 (кадры, док обеспечение)",655
2025-12-10,"Корпус № 4 Приемная комиссия",767
2025-12-10,"Корпус №1",7922
2025-12-10,"Корпус №10",2716
2025-12-10,"Корпус №11",4458
2025-12-10,"Корпус №12",909
2025-12-10,"Корпус №13",646
2025-12-10,"Корпус №14",30
2025-12-10,"Корпус №16",570
2025-12-10,"Корпус №19",1768
2025-12-10,"Корпус №2",1109
2025-12-10,"Корпус №22 Ленина 12 (Кап строй)",37
2025-12-10,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",82
2025-12-10,"Корпус №22 Ленина 12 (СГИ)",78
2025-12-10,"Корпус №3",577
2025-12-10,"Корпус №4",4666
2025-12-10,"Корпус №5",5898
2025-12-10,"Корпус №6",1066
2025-12-10,"Корпус №7",116
2025-12-10,"Корпус №8",830
2025-12-10,"Общежитие 1",872
2025-12-10,"Общежитие 3",1042
2025-12-10,"Общежитие 4",864
2025-12-10,"Общежитие 5",2239
2025-12-10,"Парковка Перекопская 15",682
2025-12-10,"Парковка Республики 9",140
2025-12-11,"АИ Корпус №1",217
2025-12-11,"АИ Корпус №2",47
2025-12-11,"АИ Корпус №3",901
2025-12-11,"АИ Корпус №4",647
2025-12-11,"АИ Корпус №5",462
2025-12-11,"АИ Корпус №7",824
2025-12-11,"Ишим Корпус №1",1075
2025-12-11,"Ишим Корпус №5",412
2025-12-11,"Ишим Корпус №6",224
2025-12-11,"Ишим Общежитие",603
2025-12-11,"Кирова 25 (кадры, док обеспечение)",571
2025-12-11,"Корпус № 4 Приемная комиссия",601
2025-12-11,"Корпус №1",8214
2025-12-11,"Корпус №10",2738
2025-12-11,"Корпус №11",4107
2025-12-11,"Корпус №12",998
2025-12-11,"Корпус №13",784
2025-12-11,"Корпус №14",42
2025-12-11,"Корпус №16",453
